day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,windspeed,rainfall
27.1326069618076,1015.832969976644,26.08948066079932,25.421226811917084,24.456601538667133,22.48144686304056,83.50595255545075,81.07778877371808,28.16878562812324,27.3
11.810134486531965,1018.3669771759036,25.170847773743645,24.191390337081728,22.354503116576847,21.10981958331771,81.67045993885617,84.65427057529216,43.89256921183316,26.0
1.1681087279583997,1009.0323683377712,32.65429411185527,30.08836216210397,27.36859407079561,25.95305242912871,78.7880732716483,77.04030885803783,21.046289052086284,28.4
11.89511007822054,1016.3647903525456,20.62351536461449,20.13775725573492,18.97446159620601,16.81984642387245,82.3213153910356,88.34234067024445,39.74498690401037,27.2
23.829020000778304,1005.577393414936,34.43242932274981,30.47418520769831,28.2166448893148,23.859597542490217,65.10684161658132,21.346697456525096,10.014382128791024,26.6
24.902716901926244,1005.7458914628168,34.842017163557976,30.605837205947594,27.73124778670396,23.39003431819765,64.64936991080148,21.67980460021153,11.170374938992296,25.3
5.564996971074183,1008.7541279564896,28.98701088647248,26.0142611512624,24.56719808874612,24.552718739277022,90.99694593986568,79.57603041813248,11.508204513279845,36.8
17.81287080140363,1012.0635328223362,29.560633340812405,25.96774702153618,23.433099301592417,19.04987533147073,71.89157449778335,42.502760020845415,9.120624104857756,25.6
13.458056597863155,1020.7391528767592,19.008036669348588,16.30401105081836,14.5638937868706,11.718759667561628,76.89719846162458,35.02915332730053,23.77553343691127,1.8
13.471614254405852,1012.192230963182,31.22956734646948,28.12640049011616,25.81678393308289,22.677869828408376,71.6014332908389,45.60844759745412,42.06707294073508,21.7
14.751527664256889,1011.5052751984854,23.37209788704687,20.57940321427785,20.10820096828156,20.422609430889228,96.26505036102148,88.2939005169748,20.1158003609554,34.9
6.980272344009275,1026.6821951191507,17.70046660638292,13.852652016692469,9.883627167249822,1.901867200527784,36.11602159073309,2.4137319375473063,19.870356434119373,0.6
21.72758772098332,1021.2533432813278,17.874447806593935,16.293613204174818,14.920391694911684,14.959860656613824,91.23750655754296,89.50070288259387,24.15512666078324,28.2
30.370402828061973,1018.2448362126044,29.0785142658372,26.515366764818204,25.47206938612283,22.89181560912265,80.73473713765445,52.8644557661074,16.50645410191318,2.2
6.030735593680023,1015.4976247372368,26.1349493969883,25.65748489299085,24.985645504760253,22.120528312274377,83.07574138883369,81.28684620453696,29.96615412886404,26.8
19.190852524568083,1010.1516123954434,28.375622747305304,25.547045805478334,24.697322597856576,22.70588773165225,83.62984337506725,83.31465233695064,26.374530019728454,3.0
3.0321861031998103,1011.250156650826,31.22531648011969,26.41718703005861,22.62720192431524,24.220194858852384,86.77490659508062,84.41227024891208,12.404239223518015,3.4
6.840937342018499,1022.3715483588562,19.166232059853776,17.30500926159874,15.310045570215316,11.88657906914264,72.18650695256089,86.81885664707917,22.08776376286369,20.8
3.6587154860399447,1018.9599780734852,25.96472534072782,24.015761361518823,22.241253861359706,19.371695446113733,73.22225298009572,81.60819017214038,32.93749600568711,2.3
24.75681235092604,1007.8011665122236,30.928886703352106,28.05155412754915,26.16628243132722,23.97201387344285,82.85158973577468,63.25215332981479,15.798580028138144,28.3
13.269974024595406,1014.596740292424,28.001263641347183,26.0104179395496,24.13301610106176,23.211752526559707,88.06662668864665,87.57367077278104,27.795600055093644,2.9
16.168491629011985,1015.0564671478288,16.51418013816008,15.588837471357206,14.917956495100904,13.872799106524951,90.13125583066004,99.69450333708927,32.99293100323018,31.7
2.597425860200687,1019.6925838893936,26.173937143276103,23.49829586275259,22.55205097501884,18.940723798866223,73.83097501665034,82.1012263963796,33.01812237465276,22.4
14.50360492272071,1008.5360260039314,28.616124105889163,26.81654852593844,24.73674488256917,25.06791792108253,88.68893408095616,88.92666644739184,14.205640763131148,34.5
10.725917866434164,1001.982479545547,31.379520994641368,28.37487667770885,26.578852017399143,25.989216324413512,84.69950349277904,89.7634573346877,20.842675584497982,35.8
22.20827323917469,1018.7841923256234,16.402547008859838,14.009518255737502,10.057042883981806,13.00585747293784,91.94424637875862,100.17672577324925,34.77645907418037,30.9
10.149561241355574,1013.404062002202,26.705198971462043,24.11672584219288,21.026419627269423,19.61246988939679,77.31431785148459,85.7939157242405,30.361067235490577,26.5
11.256783073936914,1023.2741997803196,14.768668329746848,11.290075045149267,9.872195928499467,7.72064375158905,76.31025653938399,92.21135887548051,24.78694468823821,23.0
24.875359617110675,1029.5490064871096,16.892788722154297,14.65371812744486,13.192854111521113,10.663627593245607,75.91798756242402,86.66819328065938,20.187460285462297,21.1
8.782477643420224,1005.6029289204378,31.26955440589141,28.454466254304226,26.54401051486676,25.284168237370555,86.58354368982238,79.532447601949,,32.5
6.128307468545021,1007.578404182587,32.35965937327218,29.46833780565575,27.784942784051424,26.016072100187483,78.54231583925785,43.51752797576109,25.29408057155869,26.4
4.970822391289457,1005.9988454940728,33.020819613010026,29.616922534485457,27.42422383228998,24.389009756360963,73.56619477436615,27.489122320802444,8.083499415875153,2.6
10.894287012323735,1006.522405589904,27.518179927212664,26.632656788216263,25.65141322286072,25.65528030838325,91.38895403260284,88.1611916415842,19.958093606382565,3.6
27.79157875438967,1007.7136678217636,35.47441265279624,30.61234256365205,28.346868693067,26.48607651651014,77.9570584024365,61.2757151684316,15.54360003671088,27.3
30.4095541897059,1011.49813328009,32.820928386636446,30.239590618248464,28.491199257956715,24.99788251509323,76.11528931965552,76.72291483965691,13.15772250955296,2.8
28.145584924463712,1006.3396719840904,32.539768868853095,29.224559985016658,25.93461032502786,20.285344009180395,60.779250796639495,31.387580538543656,17.131208585988226,21.6
22.71512218065204,1010.8896679426402,25.737257706173256,23.192574462265824,20.94043654133197,22.01936270438633,89.68583610895135,82.85273118296668,10.790292822560104,3.7
16.57950465487835,1007.965447745043,33.02984461361051,30.62322962351252,29.13296399239524,26.732756452723343,78.83255702002752,68.53922514385208,25.079814362440644,28.3
15.952036973493728,1011.3467313762536,20.722719613137382,17.40536188479864,14.833479138862788,16.72438667757968,89.36946221246195,80.72800944041374,23.21728907108137,32.6
29.05977578523887,1014.2012852328144,26.2328776699852,24.54359217842941,23.0675265629232,19.58823366592476,76.06925993442051,68.01501498254993,29.70940415366457,23.7
19.923832457481705,1014.4076049771878,22.920473676136154,19.15283183676385,17.82162850889648,17.26586526161563,91.46042524030824,96.8197008295486,27.34991926998941,3.2
3.2353474030341327,1011.4327076440526,31.582486267490253,26.63411051962873,22.635459461902737,23.97152772576087,84.63881484626015,82.28013106007819,11.766045150802714,33.3
15.202302535690446,1012.4571855127372,29.478371152974383,26.80188230170601,24.347840901513816,23.687206433189065,84.84147169838057,74.46728918237638,16.14656693389283,2.8
5.106160258151824,1018.894414238567,20.29187195432572,18.14992661159893,16.085531237600787,15.780000637930629,84.38649043279233,90.37897489182312,40.9514825662454,27.4
30.4019584522172,1018.6520458412228,25.44563300882271,22.143601038008995,20.35682154841814,17.57027131082791,75.81455467392482,55.93915700274149,15.381088838506336,20.6
14.553810731700016,1011.7248493543744,31.72066783233485,29.35063291582775,26.9398667820284,23.62887802232229,72.56797223831285,58.67689840398953,39.08153971613896,2.3
28.53211686981317,1007.3277202162772,30.81491291275096,27.74124205722278,24.634487336079463,25.540244937587108,88.45612767444278,90.44324380233152,24.112808424833315,3.4
28.37488766970199,1007.65849051369,30.46440083574877,27.52717617359821,24.0861861548346,25.14575855675476,88.6841304198588,88.02007741828626,23.355382976145428,3.3
25.80003644848548,1009.010707259702,35.173930158857154,31.213654261613325,29.64639198751709,26.234999071066955,73.87989842976168,55.35969655297367,11.434700268611408,28.2
23.752259374275766,1008.49885878765,35.16433313582579,31.26504888474549,28.538088298147805,24.55436430749824,71.87036351466278,38.02702453833368,7.918436447554074,25.8
14.8784676876246,1013.8762756971676,27.96051978116359,25.573477842907938,23.714463707661128,23.48177990315652,89.2373926909355,87.18866414785059,27.605744239551804,30.6
20.793882200067564,1007.1160629693074,26.24722583476128,24.913625334389216,24.649756422901746,24.278000758682904,94.542043759202,86.61741947085697,22.64255282257108,3.6
17.63306691322489,1016.8934730086607,17.753887719863105,15.402269589169189,12.282469542921978,10.927975157878311,76.77585194818967,46.55457280751788,28.5130104414907,2.1
6.542070337332064,1012.6966291428266,27.56512349779037,26.41720269354205,25.298414360374583,25.13808343934485,92.86057125973456,83.41063631614136,12.657353519586708,3.4
16.351520919881352,1006.8666906447668,31.32190970806703,29.725145058641736,28.08732042539627,26.03974978166346,81.65469221013457,88.19059938280903,23.035903980886925,31.4
27.815992560186,1006.2420449196484,33.20443804712992,28.698825413178625,25.92821757958747,20.23214496502909,61.79211465859751,33.05235427471072,16.135002289836237,22.0
2.1217557747383893,1019.2669931239903,25.95748626788805,22.623083042810105,19.370733025514404,15.97895672904892,67.25033362931694,73.90674173686081,21.65165434861126,20.3
26.44386572315677,1008.2896023621786,30.1442793883662,28.20461667421536,26.741562897091423,25.080144124839848,84.66513419243891,81.40288018015382,15.39973351777537,31.1
21.440292876611384,1022.6200352232491,16.134609970227615,14.764080531661383,14.673862523004123,10.71968792263318,76.82498568320467,81.9857630213757,44.47801941733151,2.2
8.6742457930582,1020.586032026393,21.01706841980061,18.114890942289804,16.518254182370637,14.223556427643196,78.61890184461109,27.563207493662325,14.028269629040192,18.8
4.9590978574057605,1008.6352745963744,29.9681126034296,27.032267323528902,24.906105310390085,24.701980740134456,85.7585293196227,88.50186234507174,9.720779111741322,37.3
27.407058943886312,1008.7928001010426,30.056727951804064,28.05259180557081,26.39269849221064,25.299309043608623,85.81399998896015,80.36818254038941,14.651700896354368,31.6
29.839138798013742,1006.9820597017958,27.62787211887429,26.93633908672465,25.500367948537,25.3626933502936,90.7180250212856,89.00314888321027,6.771684812653282,36.7
17.807717330352144,1012.5842202896064,24.70396136049559,22.12140308090204,20.6880988099293,21.641062244652044,94.33184220720764,84.08249859222713,11.85653031000604,36.4
23.83614861495856,1008.530581131864,25.868165652309347,24.31139005026788,23.16145620158099,23.19401396702084,92.6768516946074,85.17203030345563,8.518660938766944,38.1
9.065170236570802,1020.4541432006793,18.51810252727056,18.240143905793364,16.948902704006695,13.96200650917142,77.77915116437329,78.66163800401465,39.69265792261586,22.5
3.2058259802391103,1008.3589501003298,31.365138558141425,29.60893853851052,27.070845976126023,26.10987933847108,82.62708983731682,86.15948544922303,26.04823623670041,30.8
0.7028516867133368,1011.630674543984,23.024120471170665,22.085464737153224,20.54056111542811,21.30859921106473,92.16059108744425,89.72980364232906,23.674564387816183,3.4
7.048034955871657,1021.264399090839,21.589460495094173,19.270890499422883,17.151439085565347,14.31691418235609,79.74100904131679,54.683747653779925,21.26312678592354,19.3
25.730031492977187,1020.6855771381124,21.16426357677917,18.10208129208071,15.667336810435277,13.653990662611806,75.36316767281338,89.07798107871352,27.544711510341184,22.9
13.04182164670919,1007.3894498390958,28.80186525125744,26.772122363248315,25.742225824421865,25.4769162867576,89.78116195919135,87.56658635105448,13.123917327184396,36.6
24.09164027324086,1028.8953184899806,16.57358094031362,14.54140900135438,13.115048035481935,10.688911677956824,75.59170369113929,86.36718218494268,20.60523962138405,2.1
14.753484354759362,1011.6253252217213,32.01809858781284,28.898328177067818,26.97613600212306,23.1868288560905,73.61377906229977,59.96586652150548,39.47956598260659,23.7
25.05175309750075,1010.1336406905128,28.407443668820104,26.467057395087146,23.87463288404376,23.94345910069762,89.84801901011035,82.27775231167628,12.973957327248234,33.6
14.715525968522352,1017.3727850751394,15.582113184148575,15.015936083853749,14.432475637056028,11.264009598385217,79.46196047096771,94.456225112971,38.34843386297804,26.4
6.219166299721238,1013.5964761897998,26.89688199903985,26.486720557582107,25.3240310406928,25.466384878934928,96.8207300556772,87.45761602258166,29.918550604673108,33.0
27.63686140582845,1007.4975097879756,32.89867871716344,28.546608722499496,25.824811024488863,21.04561986426712,61.560255625519765,29.263501415013017,16.878630932930243,20.9
17.315276483564006,1011.795365603936,21.3912409280562,19.59815728119467,17.025961947289698,19.100218838127724,97.84780272247382,90.8935421938214,13.059196367214003,36.8
15.288808227632916,1025.127091318402,14.884678219714967,12.823333849732023,10.83520682331974,5.771565940279489,63.24887098914557,88.603752570443,23.61945640645189,18.3
5.712753177464269,1015.8642166554786,26.678028313427028,25.22121327706084,24.663051925306828,22.29486578758452,83.56982150937318,83.51659368871073,29.5861635362369,2.8
7.359482833181859,1003.0717182387962,33.526775360815265,31.322191202877537,28.433907585929404,24.67529702240561,72.57385858901037,39.64109791094543,10.982175920233145,29.8
7.826926966463176,1009.1156738997926,30.862676778483483,27.484977291001645,26.734206498393704,22.84106323148808,75.31684438415115,59.61170783444981,28.92778361274742,25.6
6.6268859624479886,1008.4713792911408,28.89532339227227,27.22810727487761,25.10960440843326,25.92044103173048,92.85677334792298,86.4252525932122,25.59089149514317,34.5
9.722276583215066,1017.4388105762154,17.325084543317118,16.587580170542804,15.544559813770856,9.490898550095109,64.37100637399611,78.54081442586636,21.734997832082684,21.3
27.67544702251611,1026.5921544411692,18.6842960713107,17.343586693357274,15.7761007308033,12.846177645879669,74.50290245116342,84.81858768022211,25.80633020373736,20.2
8.972827975243403,1012.39791595825,31.45600432341394,28.00059895048141,25.955884682202843,23.366762343375854,73.30579287182502,42.518767271934856,26.66285955033337,21.9
26.436299986428786,1022.8807390431756,19.28368596234899,17.45324691286424,17.061243587360167,14.90358222607156,84.0273776129667,89.45060196079517,19.518419183774963,2.5
18.941085600965245,1007.6056143533732,32.61771586108544,30.47946330687947,28.25905145447265,25.25998129970198,73.64873803953064,71.48046621973897,22.39896416550814,26.9
27.182424540333727,1024.1764394178251,20.91410058161826,16.717621567964844,13.067855545412671,10.831258760079514,71.48951098294614,48.47071935675526,9.728901386466973,20.7
30.36926835090985,1024.62142153532,18.98440589365511,17.34854091715167,15.220995708307704,13.522620775639382,78.10500013600077,86.52500237789323,20.95228217424229,21.7
23.11239327717943,1007.7524159701378,29.027669137491248,26.575625550831106,24.929531072299824,23.63302542889463,81.90651030529179,65.78747871317785,8.321072369231306,3.3
29.01511795808992,1025.1549116435324,25.30393615581416,18.0674552185223,14.36868421201068,9.740790538760908,60.71419165150533,19.23197921882749,16.748659346559695,11.0
20.845218616755847,1014.6679669312642,18.27449896855759,16.66062007357506,16.432075328691173,16.905815799890902,95.0195041217954,93.87317475195154,37.709454728561205,33.6
7.638536424588443,1022.2966829823048,18.560135316414183,18.48127167746443,16.71317629104154,14.624265588235664,77.53681195386294,88.17622892540521,29.00101321429552,22.9
19.984905516513944,1017.0460866127032,26.088753681346525,24.990980951765184,24.017393047711856,21.726347075750343,82.4371257178334,74.9302371803427,31.54108593047368,2.6
23.75261853236472,1019.8974800508736,17.84223861085979,15.780159714941265,12.627892638959482,15.474721237311387,97.49660890534268,99.1871878890528,42.30903084477435,31.8
17.074510437078107,1007.8227180918068,32.542175631229696,29.713834219110662,28.56261515588222,26.42067286495136,83.15545575523691,80.12490220240385,20.225793672828942,30.8
16.535621231514195,1024.2335815375668,14.77185652109187,13.265355948502126,11.676695957472734,8.623673904662516,78.35474123733884,90.64078497385452,19.201950297304712,2.2
6.3025889649047615,1015.8498935687908,25.837741692207544,21.97290872910519,18.74637004726922,18.660812698399145,78.83069184086288,71.39886447554858,6.618789632482945,2.7
7.46363303717883,998.6384132565142,36.4579600302616,32.06200081180614,30.35701414490915,24.001798350825823,61.99598408681174,55.25260835962474,16.80461307627242,28.0
11.50656273512072,1017.865992655027,22.1022028482841,20.177546562549388,18.65169383907731,17.134617278916334,78.24584683444293,87.53261505566124,39.05709799866712,2.6
1.9800840258683348,1009.3991534808272,32.104829345713355,29.96173528682313,26.60768509420109,26.77471501955181,81.72710808509405,84.71986230089591,21.815482279251988,30.3
28.41305717008992,1026.6779814655958,18.037763392510847,16.889274061852593,16.037453518229558,12.575992825582532,74.48828412872243,85.7324727848044,25.87951332352153,20.4
15.117053976090864,1011.0301124017384,32.00894118629261,28.694012576258466,25.95355335660961,22.409113558204226,73.76102538650824,60.83130626471218,39.72923245557244,24.1
12.506697232192945,1009.1211032316148,27.627278002299988,24.883548903757752,23.627240881909927,21.61269157543376,79.11317570296083,79.50686913774301,28.594555399119056,29.5
9.89853598839123,998.02097736046,34.786390178677905,31.03651572411003,26.692818757638687,24.32701328874432,70.42081070959742,79.04895103752564,27.01177313718007,3.2
25.238042388002786,1027.2419140121594,17.03392433088804,14.929550847255337,13.872958078961911,11.367362467962447,78.36367102802346,86.78551606681094,15.7765143858174,21.9
7.407324517411185,1016.1260744507332,28.97520288697589,26.1777449054255,24.63381789844803,22.83200225022671,85.18482044301385,86.3759268082658,25.0476068905324,27.5
29.95955412049183,1017.6338427493416,29.53993158570848,26.73888357433102,24.67088352143152,23.055201962642123,81.23391467704215,52.467751077492046,17.044236283993737,22.4
16.608249271608397,1007.24692446006,31.347521004866824,29.635455748137623,28.319416494059023,26.0481045816482,81.8488504692054,88.27486703161887,22.73864444722852,3.1
26.83951064258439,1024.0745568609634,17.861635640274322,15.549949025624477,14.04989794865314,12.115732627966873,78.71411823448375,78.13248632313456,9.84505806858289,2.6
27.690416485906773,1007.079643789312,32.03737307805786,29.570724251343325,26.246746818822643,26.22569292731123,84.8673322688006,84.23807279135912,26.49445081674001,31.8
30.379908400813715,1025.31003730083,19.083311950503308,17.566649864856018,15.735920383586524,13.625690860209168,77.87970032162325,87.72513510863257,19.9883191050908,2.2
31.019164139226923,1004.9673156930552,33.69847509563893,30.424377510867608,27.193617416336064,24.393990821528284,74.61619122338276,48.4226214504745,14.440283519302511,26.6
12.181243729181508,1008.9878488201554,21.26523875351312,20.240403122280544,19.72353125462362,18.371778263920586,95.09759324541444,89.43458566219842,29.43992008681721,3.4
6.022071261706296,1005.8893849048948,33.56674213073327,29.899384135280314,27.704716256056933,24.03080782656073,73.84609605201244,27.31736499942356,9.186514819318958,2.8
14.204357136115348,1015.3649050256752,28.46153883856779,25.787837445301346,23.192444962654555,20.65421769702888,75.29964396128764,20.106740776448664,14.599536863110233,18.5
16.36084299543352,1014.4981640710208,30.10702722598012,28.1280013730985,27.273189409252783,23.78371394407241,78.45512571531378,73.22301486782538,27.01706748722673,25.0
13.861095005587682,1018.730098730463,27.75665866441912,25.21467680084974,23.229034252972337,19.39443684609008,70.02679543759332,69.33774124711482,32.4103684158283,20.6
24.760783345628468,1028.4855849544354,17.042198927958985,14.80127672654091,13.217633981045132,10.228397253852878,75.44541989885764,87.05350933356023,20.02147585944731,2.0
30.47489152217033,1017.9061335518896,30.06812460978446,26.36095066336863,25.25169394268978,23.38986740142199,81.45726107554565,52.7075408618009,16.685733421235057,23.1
30.768742673755632,1007.8924985796808,28.83886875654176,27.46483914560112,26.118892538938628,24.895362949284788,87.76435450996468,88.67021127462604,6.265674607444455,34.3
12.563932651402004,1014.281854975628,17.536751573659664,15.747992416547154,14.089419624996449,14.764113975902712,96.4334339190906,100.4014342332831,22.734668601220587,33.9
17.272606625590868,1008.711209063702,33.3791583325947,30.968885614360417,29.1813522712201,26.164799542185737,77.75629534010234,68.34131491340376,23.204571962406103,2.7
14.38658929868772,1014.6217693057488,24.307906251589987,23.87559825666479,23.41203012075795,22.47000671151764,88.89478355784993,84.34832981376353,35.84956457823355,30.6
19.003909896418914,1008.0828624959112,33.30629445815285,29.76697103758517,28.09281482964136,25.518251767607047,76.58110596957052,59.13760334172751,16.670437052914615,26.6
8.81149362896251,1012.313203143092,22.839961695781387,21.023904376519795,16.586335699970327,20.02527211978962,93.96369954693586,87.4761091736416,15.045237742617235,33.2
24.02393815201394,1020.1433455052166,17.756732666150413,15.39317364480858,12.505310732497696,14.523455425503112,98.1771707340485,100.35649208930052,41.41549470103029,3.1
7.409526724063312,1008.3305865457976,30.68890968390435,28.4982989357632,26.059707219756785,25.17383606743413,86.37909042224531,73.02240852119868,9.038367568511273,34.3
5.501024108340591,1015.3655274005672,27.87597318890097,26.92511308666463,25.70378926997832,25.432889232221005,92.53490928171448,89.1024685129768,36.604421222562905,3.1
21.09688690232012,1010.395214561736,33.312018086681675,30.159205688124047,27.247546807187845,25.11700355545999,74.88189719792248,49.46111144888307,12.093332788013852,2.6
24.81352475256775,1016.91801679147,26.200085111572168,25.70852120330115,25.007775211589266,21.9285911860192,77.15871814313515,78.61053941224186,38.67385229936978,2.5
14.282540251754185,1016.5215756681348,21.20484603615365,19.996577309258072,18.89726243504862,17.405826364010558,81.58398848782171,84.7820193272531,20.49364113422645,27.4
24.00506125017612,1016.880795619492,26.404873686770504,24.80854854611301,23.265149192326994,19.73281214489413,75.9862150389732,35.90095552294413,31.71116353391599,19.0
14.820185480064664,1012.8787596757332,31.65224423945508,27.83187077431151,25.653479766819142,21.71563098517913,71.87153232263219,47.02463540218628,40.44949840988858,2.2
29.59463307054972,1010.4700686131548,33.10342920945852,29.54657430477689,27.69631395101176,26.225567700489503,80.586047580673,82.85393186731838,24.229706715581138,29.3
16.34468676248707,1006.345917068498,31.432596400658035,29.432374910119226,27.76099911186388,25.46483192806023,82.04868546292288,87.19460410483154,23.07776833350249,31.4
1.5589573114111464,1023.4994497765836,20.43769523189692,16.706455894428935,14.559299862130011,11.640655850218623,72.8025046398208,31.85397871493914,27.22489196439139,14.9
0.4826592906174135,1007.9179164819292,28.964394538751986,27.28585628269697,25.90256676324181,25.057347390189083,88.64304675241266,87.65497459942301,8.030325595540754,36.4
21.86589462634604,1019.1151604353386,16.146363572832595,14.322223947707403,10.526693161038752,12.930361054479464,92.84327095567896,100.93791718608722,35.50929745037944,3.1
7.2654555405974275,1022.4361183180636,21.56712863980695,19.22935529295911,16.956121698500343,15.393758468257388,78.33450410972486,56.55139558534471,22.54376776671572,2.0
8.44414506226751,1017.1987751030426,19.511168969388343,18.26107589112336,16.745210456190204,16.92413022084807,94.88471599897672,94.65106879850585,35.40472313459449,31.3
16.02681476028328,1006.6182350831295,31.88194045169294,29.36784372086337,28.06847379810992,26.024132808302376,82.79288156494735,89.07862768781403,23.52158004951372,32.2
11.624848962380566,1019.0465863610236,24.66148289709219,23.56778830407541,20.9789082937283,17.047804723129396,67.04366035058734,89.00080140967705,28.2016439106363,21.9
15.898093399595448,1011.0114175401792,27.103421462252008,25.05548657126408,22.39551884518547,19.866979196737603,72.68074583483818,67.87886938442462,22.42239712670868,24.7
0.8496075734306254,1025.1085784043694,20.011171149015723,16.64019845576745,14.20219333869022,11.61457542564992,72.68335957752466,42.0443669636649,34.99733852087793,15.1
27.03277590862897,1015.155497691774,29.75680975792812,26.14468137778276,24.2610118599296,22.419823849572577,77.90629441128493,46.88237606489148,9.9030403969065,27.5
13.099644477672214,1012.2418340933484,27.20707985435064,25.64687983135824,24.272529819534807,22.64860037890883,82.92885927709925,88.18269604098366,24.49423023915746,29.6
9.411583895044483,1010.3701166262435,30.700970167312587,28.97394193264248,26.952302873995563,25.341533714188856,80.33556221222966,70.77345250396371,15.625246640057732,2.8
25.0247967652979,1023.6647989207152,16.086030804788628,13.560899653157932,11.478212595455648,8.598308954315788,74.66603237370992,88.80719705997417,18.46132713665188,20.8
4.666747756761113,1020.9877682857266,21.133251357410348,19.340929387925385,18.378980020143054,14.936241648200964,75.18303568436501,87.82894949716552,37.74353637060205,2.3
9.271974850479891,1020.5534697525662,18.484664369095857,18.18592402829235,16.840547145613517,14.18731369534306,78.12816547891568,77.97504701247668,38.696535345738106,2.3
18.48656069942103,1008.1053837388456,32.14461921798333,29.8904425477724,26.942752560541457,25.631375761894446,78.78238356043549,77.60656189045785,25.80315853279691,28.8
16.00532327470956,1010.4346289633409,28.835332880053027,24.38762010098427,20.78681958818206,22.383765190488763,89.14708086596467,81.61673808633384,15.510962753551524,31.8
14.85875968322361,1011.6901170747556,30.026952680464778,26.82624442023848,24.22156961985498,23.965392173663982,84.63587090362978,74.87756328487427,15.361790212135377,29.0
12.139937204312464,1013.1552933748576,21.73573765299292,19.58831183782011,17.556152667695816,18.398799016406763,95.061160463936,86.63590258462442,14.118450024516406,33.5
5.953919971276851,1015.7827390611608,26.450548873023426,25.63247348007347,25.264044928039134,22.539848768362187,82.6401264715351,80.97717750174388,29.948015429035653,27.0
28.60100629711115,1008.5920725935238,33.26275539343041,30.1319020214578,27.349796193771144,24.74001266570702,74.30904364420168,32.02872034302922,21.45917199058319,22.6
7.760549750751036,1012.0358767425168,21.52322768741861,19.98642912454068,18.879449181378742,18.909068841239066,93.36633652982704,88.34448877397065,14.717465937785894,3.4
25.051660079313944,1023.4785179512348,15.888617717148874,13.950002588937044,11.607414560256997,8.84269946908778,75.49685443761146,89.24314074197272,18.378064345519583,21.0
5.410892998479308,1010.9808798462822,31.812400614017616,29.20565761163776,27.09340494715548,24.80509519557809,77.74491133669919,39.7452209103552,10.917427352973569,27.3
6.735361055492458,1015.9588887688795,26.69502610259392,25.737244720375624,24.561510284638384,22.20097715019131,83.7226096826852,79.32146682347283,30.244872578508986,26.5
14.927326164018268,1005.0726655236394,31.63253331482023,30.44338939523818,29.61733076355445,26.471253380395343,78.68657751228862,85.50967011499337,29.30564292859182,31.3
27.03704712497369,1024.9451792034124,17.73767935106334,15.41020824972099,13.427708950783485,11.443616158631126,79.02962223635002,76.28032333132089,9.677584187429431,2.5
30.91570018260093,1004.9129872042272,33.68072378545038,30.478119252811457,27.3246960009172,24.68578221646679,74.56143424161745,45.37543001500833,15.249333325448024,25.8
9.279575270812622,1012.3614821810788,31.567021110043623,27.80777886135781,26.06566549160004,22.972879291778384,74.13962861539574,47.81683066739278,24.561692406452565,2.2
1.8972408910744472,1017.1717597286222,25.047569828657707,23.56283115775364,22.25400558051036,20.197963924554287,80.28445677830216,70.8421907616605,16.243746338943843,24.7
16.82458633391544,1008.8513555563366,32.437564338407896,29.98981671376294,28.301943003908075,26.81471733734084,82.69374785347954,80.13515248642963,20.65642657662861,3.0
30.69625350305508,1009.2709133076378,32.184354794230146,29.93365762869384,28.10529496231331,25.82395607367012,79.67391913935901,74.68384833004453,23.07510042294859,28.2
19.1393457817258,1016.6426014939052,28.07902262754021,25.87262411514989,24.56499848003494,22.562646764465462,83.6129815105161,58.979796950440445,22.666630628182528,2.4
9.318822761776412,1012.9764371486716,22.728054428279123,20.8850360834038,16.962406571871107,20.06583045342524,95.40525265453928,87.58230074594825,14.56953599963289,33.7
3.952014586780253,1013.5297167814722,32.859937443748215,28.91387654302761,26.87799560625345,25.483579223467395,82.02610950515253,59.12549755989177,9.008785629030395,29.5
30.83335487133316,1015.173491205225,24.75877847533858,21.22456144769401,18.24428713871469,19.060810544812373,86.3691965895532,83.09948274122374,5.219942397503578,2.9
7.375775289616798,1015.2216008891976,21.62057194372621,19.32551328429052,18.64476478564289,17.775203930061387,91.08242573341752,75.03301914545052,14.021741311256976,30.5
3.144158248273212,1011.0616037264184,31.19341975870917,26.68204996313002,22.735799172397847,23.974164606002788,87.4513806409165,84.84885176396305,11.64372177560358,3.4
7.864677337220757,1006.7786588169532,29.981647668671265,26.425531999152923,24.59046841711244,25.08366839654286,88.35762822056996,85.63988728384145,12.518990636653914,37.1
27.45562025340654,1007.9215267389252,29.651329526678047,27.51856381427353,26.56517598753298,25.594147469204216,84.76719023964009,81.61429249903982,15.1250091778688,3.2
23.036517748932408,1008.6014726793676,28.522632484640454,26.21429429029069,24.71639792039158,23.46118123828507,81.66544403459969,65.82861242335882,7.121635084387759,31.4
23.20011385106919,1008.1801715354242,25.79540820300556,24.228051881038,23.152971822286304,23.15072831050219,92.96489955133588,83.58462208987443,8.007703179295797,3.8
29.42157854098618,1010.0906572663912,33.677436998001475,29.075312987759983,27.6961966102682,26.223082373547875,86.82473612951252,78.3597216365921,23.16116832283203,30.5
11.90026373164732,1008.3382440420291,33.548340027571925,30.26082013544765,27.24177833044127,25.94608330246253,79.31106640133758,77.70119258998295,11.621437857290744,3.2
